Date/Time (hourly average)	SWD [W/m**2]	Origin of Values
2009-05-02T01	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-02T02	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-02T03	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-02T04	ø8	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-02T05	ø54	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-02T06	ø148	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-02T07	ø464	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-02T08	ø562	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-02T09	ø730	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-02T10	ø660	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-02T11	ø334	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-02T12	ø700	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-02T13	ø133	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-02T14	ø161	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-02T15	ø525	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-02T16	ø211	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-02T17	ø165	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-02T18	ø19	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-02T19	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-02T20	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-02T21	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-02T22	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-02T23	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-03T00	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-03T01	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-03T02	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-03T03	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-03T04	ø15	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-03T05	ø78	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-03T06	ø118	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-03T07	ø222	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-03T08	ø587	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-03T09	ø778	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-03T10	ø866	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-03T11	ø889	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-03T12	ø829	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-03T13	ø679	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-03T14	ø244	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-03T15	ø104	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-03T16	ø61	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-03T17	ø48	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-03T18	ø14	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-03T19	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-03T20	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-03T21	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-03T22	ø-1	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-03T23	ø-1	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-04T00	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-04T01	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-04T02	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-04T03	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-04T04	ø13	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-04T05	ø126	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-04T06	ø185	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-04T07	ø362	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-04T08	ø411	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-04T09	ø395	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-04T10	ø445	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-04T11	ø175	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-04T12	ø344	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-04T13	ø683	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-04T14	ø309	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-04T15	ø154	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-04T16	ø211	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-04T17	ø130	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-04T18	ø16	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-04T19	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-04T20	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-04T21	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-04T22	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-04T23	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-05T00	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-05T01	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-05T02	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-05T03	ø-1	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-05T04	ø16	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-05T05	ø61	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-05T06	ø94	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-05T07	ø150	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-05T08	ø296	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-05T09	ø361	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-05T10	ø402	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-05T11	ø486	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-05T12	ø571	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-05T13	ø639	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-05T14	ø535	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-05T15	ø402	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-05T16	ø327	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-05T17	ø132	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-05T18	ø12	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-05T19	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-05T20	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-05T21	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-05T22	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-05T23	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-06T00	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-06T01	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-06T02	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-06T03	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-06T04	ø13	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-06T05	ø105	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-06T06	ø299	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-06T07	ø509	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-06T08	ø667	https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-06T09	ø808	https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-06T10	ø830	https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-06T11	ø456	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-06T12	ø571	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-06T13	ø759	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-06T14	ø650	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-06T15	ø513	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-06T16	ø345	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-06T17	ø161	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-06T18	ø28	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-06T19	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-06T20	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-06T21	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-06T22	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-06T23	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-07T00	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-07T01	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-07T02	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-07T03	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-07T04	ø30	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-07T05	ø166	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-07T06	ø341	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-07T07	ø517	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-07T08	ø670	https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-07T09	ø820	https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-07T10	ø899	https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-07T11	ø925	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-07T12	ø887	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-07T13	ø798	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-07T14	ø685	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-07T15	ø520	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-07T16	ø311	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-07T17	ø159	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-07T18	ø14	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-07T19	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-07T20	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-07T21	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-07T22	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-07T23	ø-4	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-08T00	ø-4	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-08T01	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-08T02	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-08T03	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-08T04	ø18	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-08T05	ø138	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-08T06	ø273	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-08T07	ø408	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-08T08	ø631	https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-08T09	ø643	https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-08T10	ø833	https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-08T11	ø652	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-08T12	ø501	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-08T13	ø322	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-08T14	ø307	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-08T15	ø131	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-08T16	ø115	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-08T17	ø100	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-08T18	ø23	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-08T19	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-08T20	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-08T21	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-08T22	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-08T23	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-09T00	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-09T01	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-09T02	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-09T03	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-09T04	ø28	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-09T05	ø149	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-09T06	ø304	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-09T07	ø462	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-09T08	ø648	https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-09T09	ø770	https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-09T10	ø690	https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-09T11	ø646	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-09T12	ø726	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-09T13	ø472	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-09T14	ø392	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-09T15	ø529	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-09T16	ø232	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-09T17	ø146	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-09T18	ø12	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-09T19	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-09T20	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-09T21	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-09T22	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-09T23	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-10T00	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-10T01	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-10T02	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-10T03	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-10T04	ø24	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-10T05	ø167	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-10T06	ø313	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-10T07	ø484	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-10T08	ø589	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-10T09	ø620	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-10T10	ø751	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-10T11	ø659	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-10T12	ø383	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-10T13	ø372	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-10T14	ø505	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-10T15	ø177	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-10T16	ø81	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-10T17	ø23	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-10T18	ø19	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-10T19	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
2009-05-10T20	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735304; https://doi.pangaea.de/10.1594/PANGAEA.735327
