Date/Time (hourly average)	SWD [W/m**2]	Origin of Values
1999-03-30T20	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758877
1999-03-30T21	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758877
1999-03-30T22	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758877
1999-03-30T23	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758877
1999-03-31T00	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758877
1999-03-31T01	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758877
1999-03-31T02	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758877
1999-03-31T03	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758877
1999-03-31T04	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758877
1999-03-31T05	ø15	https://doi.pangaea.de/10.1594/PANGAEA.758877
1999-03-31T06	ø141	https://doi.pangaea.de/10.1594/PANGAEA.758877
1999-03-31T07	ø327	https://doi.pangaea.de/10.1594/PANGAEA.758877
1999-03-31T08	ø509	https://doi.pangaea.de/10.1594/PANGAEA.758877
1999-03-31T09	ø650	https://doi.pangaea.de/10.1594/PANGAEA.758877
1999-03-31T10	ø751	https://doi.pangaea.de/10.1594/PANGAEA.758877
1999-03-31T11	ø792	https://doi.pangaea.de/10.1594/PANGAEA.758877
1999-03-31T12	ø767	https://doi.pangaea.de/10.1594/PANGAEA.758877
1999-03-31T13	ø681	https://doi.pangaea.de/10.1594/PANGAEA.758877
1999-03-31T14	ø554	https://doi.pangaea.de/10.1594/PANGAEA.758877
1999-03-31T15	ø388	https://doi.pangaea.de/10.1594/PANGAEA.758877
1999-03-31T16	ø216	https://doi.pangaea.de/10.1594/PANGAEA.758877
1999-03-31T17	ø54	https://doi.pangaea.de/10.1594/PANGAEA.758877
1999-03-31T18	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758877
1999-03-31T19	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758877
1999-03-31T20	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758877
1999-03-31T21	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758877
1999-03-31T22	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758877
1999-03-31T23	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758877
2000-03-01T00	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-01T01	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-01T02	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-01T03	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-01T04	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-01T05	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-01T06	ø1	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-01T07	ø15	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-01T08	ø35	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-01T09	ø44	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-01T10	ø188	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-01T11	ø291	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-01T12	ø179	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-01T13	ø416	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-01T14	ø258	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-01T15	ø86	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-01T16	ø55	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-01T17	ø7	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-01T18	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-01T19	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-01T20	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-01T21	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-01T22	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-01T23	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-02T00	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-02T01	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-02T02	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-02T03	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-02T04	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-02T05	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-02T06	ø31	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-02T07	ø183	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-02T08	ø363	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-02T09	ø517	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-02T10	ø622	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-02T11	ø672	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-02T12	ø663	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-02T13	ø589	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-02T14	ø470	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-02T15	ø307	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-02T16	ø126	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-02T17	ø10	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-02T18	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-02T19	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-02T20	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-02T21	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-02T22	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-02T23	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-03T00	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-03T01	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-03T02	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-03T03	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-03T04	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-03T05	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-03T06	ø33	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-03T07	ø180	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-03T08	ø358	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-03T09	ø508	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-03T10	ø613	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-03T11	ø648	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-03T12	ø663	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-03T13	ø594	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-03T14	ø469	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-03T15	ø225	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-03T16	ø63	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-03T17	ø4	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-03T18	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-03T19	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-03T20	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-03T21	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-03T22	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-03T23	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-04T00	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-04T01	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-04T02	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-04T03	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-04T04	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-04T05	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-04T06	ø2	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-04T07	ø17	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-04T08	ø52	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-04T09	ø243	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-04T10	ø572	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-04T11	ø667	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-04T12	ø658	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-04T13	ø594	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-04T14	ø483	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-04T15	ø319	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-04T16	ø140	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-04T17	ø12	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-04T18	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-04T19	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-04T20	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-04T21	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-04T22	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-04T23	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-05T00	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-05T01	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-05T02	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-05T03	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-05T04	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-05T05	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-05T06	ø41	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-05T07	ø208	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-05T08	ø392	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-05T09	ø546	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-05T10	ø654	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-05T11	ø702	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-05T12	ø690	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-05T13	ø617	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-05T14	ø494	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-05T15	ø329	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-05T16	ø145	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-05T17	ø14	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-05T18	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-05T19	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-05T20	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-05T21	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-05T22	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-05T23	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-06T00	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-06T01	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-06T02	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-06T03	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-06T04	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-06T05	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-06T06	ø40	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-06T07	ø199	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-06T08	ø378	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-06T09	ø528	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-06T10	ø631	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-06T11	ø677	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-06T12	ø663	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-06T13	ø581	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-06T14	ø441	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-06T15	ø294	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-06T16	ø117	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-06T17	ø9	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-06T18	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-06T19	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-06T20	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-06T21	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-06T22	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-06T23	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-07T00	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-07T01	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-07T02	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-07T03	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-07T04	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-07T05	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-07T06	ø8	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-07T07	ø78	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-07T08	ø234	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-07T09	ø400	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-07T10	ø367	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-07T11	ø612	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-07T12	ø347	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-07T13	ø534	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-07T14	ø460	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-07T15	ø292	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-07T16	ø123	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-07T17	ø12	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-07T18	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-07T19	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-07T20	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-07T21	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-07T22	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-07T23	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-08T00	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-08T01	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-08T02	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-08T03	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-08T04	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-08T05	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-08T06	ø46	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-08T07	ø210	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-08T08	ø385	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-08T09	ø539	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-08T10	ø634	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-08T11	ø678	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-08T12	ø665	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-08T13	ø602	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-08T14	ø476	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-08T15	ø291	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-08T16	ø137	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-08T17	ø15	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-08T18	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-08T19	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-08T20	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-08T21	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-08T22	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-08T23	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-09T00	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-09T01	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-09T02	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-09T03	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-09T04	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-09T05	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-09T06	ø48	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-09T07	ø209	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-09T08	ø381	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-09T09	ø527	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-09T10	ø625	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-09T11	ø676	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-09T12	ø673	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-09T13	ø605	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-09T14	ø484	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-09T15	ø327	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-09T16	ø151	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-09T17	ø18	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-09T18	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-09T19	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-09T20	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-09T21	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-09T22	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-09T23	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-10T00	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-10T01	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-10T02	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-10T03	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-10T04	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-10T05	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-10T06	ø38	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-10T07	ø198	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-10T08	ø361	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-10T09	ø485	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-10T10	ø614	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-10T11	ø683	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-10T12	ø674	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-10T13	ø603	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-10T14	ø485	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-10T15	ø324	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-10T16	ø147	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-10T17	ø18	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-10T18	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-10T19	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-10T20	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-10T21	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-10T22	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-10T23	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-11T00	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-11T01	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-11T02	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-11T03	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-11T04	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-11T05	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-11T06	ø51	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-11T07	ø218	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-11T08	ø392	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-11T09	ø543	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-11T10	ø650	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-11T11	ø701	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-11T12	ø699	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-11T13	ø638	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-11T14	ø519	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-11T15	ø358	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-11T16	ø169	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-11T17	ø20	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-11T18	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-11T19	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-11T20	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-11T21	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-11T22	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-11T23	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-12T00	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-12T01	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-12T02	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-12T03	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-12T04	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-12T05	ø1	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-12T06	ø60	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-12T07	ø232	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-12T08	ø410	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-12T09	ø554	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-12T10	ø661	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-12T11	ø708	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-12T12	ø693	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-12T13	ø623	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-12T14	ø435	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-12T15	ø305	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-12T16	ø162	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-12T17	ø20	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-12T18	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-12T19	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-12T20	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-12T21	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-12T22	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-12T23	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-13T00	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-13T01	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-13T02	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-13T03	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-13T04	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-13T05	ø1	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-13T06	ø55	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-13T07	ø189	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-13T08	ø298	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-13T09	ø454	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-13T10	ø604	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-13T11	ø521	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-13T12	ø631	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-13T13	ø546	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-13T14	ø452	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-13T15	ø316	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-13T16	ø120	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-13T17	ø20	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-13T18	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-13T19	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-13T20	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-13T21	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-13T22	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-13T23	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-14T00	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-14T01	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-14T02	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-14T03	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-14T04	ø0	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-14T05	ø1	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-14T06	ø57	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-14T07	ø212	https://doi.pangaea.de/10.1594/PANGAEA.758878
2000-03-14T08	ø385	https://doi.pangaea.de/10.1594/PANGAEA.758878
